,0
0,"{'tumor': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('this', 0.015532180834402482), ('phenomenon', 0.010391763195454994), ('occurs', 0.021966496669798), ('at', 0.032711654346349026), ('mast', 0.04325273428858291), ('cell', 0.04877824820325388), ('/', 0.07453804748069921), ('tumor', 0.29969091452975977), ('ratios', 0.16412575190860934), ('which', 0.04124000078059315), ('reflect', -0.002069816369304511), ('the', 0.020062221712148443), ('s', 0.029837157901534083), ('##to', 0.001072678782903011), ('##ichi', -0.011588516628620834), ('##ome', 0.024190092014867656), ('##try', 0.03215777554062152), ('of', 0.06505630511191811), ('host', 0.003984393633826339), ('cell', 0.047535827230308386), ('/', 0.16442979220104195), ('tumor', 0.8933083236006916), ('relationships', -0.16162830235504277), ('in', 0.07035659751287968), ('v', 0.03480092206281449), ('##ivo', 0.051001105630248046), ('.', 0.018894312362377833), ('[SEP]', 0.0)]}}"
1,"{'brain': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('here', 0.003548623400602237), (',', 0.0008574272705984818), ('we', 0.03224404108929006), ('report', 0.03410247860240868), ('a', 0.01663613083739737), ('tumor', 0.03600407195456257), ('##ige', 0.04758116307346098), ('##nic', 0.07027443061953736), ('role', 0.08177982208568203), ('of', 0.0385927671602229), ('t', 0.036983210572940795), ('##l', 0.01666567670682063), ('##x', 0.03726109593380981), ('in', 0.0737551088369303), ('brain', 0.3650954031729156), ('tumor', 0.9146986527562677), ('initiation', 0.01578429528820842), ('and', 0.00345235093319488), ('progression', 0.04595827778552402), ('.', 0.003993042393664743), ('[SEP]', 0.0)]}}"
2,"{'tumors': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('results', -0.0004987370336276178), (':', 0.002097816012389679), ('our', 0.0026306289493251054), ('data', 0.004757691902336082), ('showed', 0.004065459306247435), ('that', 0.006828760826494244), (':', 0.0017990286942151862), ('tube', 0.0022632795497492474), ('##rous', 0.005206295033337535), ('s', 0.0002933232269414687), ('##cle', 0.002540405101216898), ('##rosis', -0.005480370141800788), ('2', 0.009919739996536855), ('(', 0.008888901873916416), ('t', 0.002884184053426492), ('##s', 0.00750863553250061), ('##c', 0.0026986875859009844), ('##2', 0.01298336011612408), (')', 0.010817913339880669), ('and', 0.0027229300974127763), ('p', 0.0041021817678020865), ('##hos', 0.0014397792047558405), ('##pha', 0.0041637858818830776), ('##tase', 0.0063077425028084414), ('and', 0.0037143006941284386), ('tens', 0.009218801333186415), ('##in', 0.014429767173480282), ('ho', 0.008048948909928987), ('##mo', 0.00679448132859402), ('##log', 0.01270659384470095), ('(', 0.005466431074051085), ('p', 0.006545782817501574), ('##ten', 0.012924222915253542), (')', 0.002662590045401218), ('were', 0.009620652966171322), ('down', 0.012731709654307505), ('##re', 0.0015024730838456484), ('##gu', 0.004590906053965778), ('##lated', 0.004745504569527591), ('in', 0.005509847864616121), ('most', 0.002806840801323187), ('of', 0.01917491673506677), ('the', 0.011374089073148557), ('primary', 0.03932653676094137), ('tumors', 0.09704954242930741), (',', 0.021496107714939212), ('and', 0.005353506821162922), ('their', 0.012144730576311904), ('low', 0.003654423375880066), ('expression', 0.01581299743458732), ('was', 0.005992444861900884), ('significantly', 0.004717499777326274), ('associated', 0.006026134397425315), ('with', 0.009752945464132462), ('shorter', 0.0051558851745679285), ('disease', 0.0034425046784849847), ('-', 0.021695248083187645), ('free', 0.01568226499690798), ('and', 0.00746703164132711), ('overall', 0.014428889635371393), ('survival', 0.012414635269586664), (';', -0.0033266838185520317), ('so', 0.004489188152683633), ('##mat', 0.010699532920096145), ('##ost', 0.011885589921467146), ('##ati', -0.0021408091718808993), ('##n', 0.007196823244506526), ('receptor', -0.00203877595217546), ('2', 0.005084683893611547), ('(', 0.007397825120102251), ('s', 0.0026240486869337047), ('##st', 0.0066507103503363535), ('##r', 0.011876593749163073), ('##2', 0.02017032080026995), (')', -0.009258409723830966), ('was', -0.004897142980035474), ('absent', 0.004239700565071284), ('or', 0.00871661230333143), ('very', 0.009729799347309866), ('low', 0.016961712165332467), ('in', -0.007063158513498912), ('insulin', 0.004817307006567506), ('##oma', 0.1515108549923956), ('##s', 0.09389571287286044), ('compared', 0.016072281398425047), ('with', 0.07403991968440488), ('non', -0.018689601292710245), ('##function', -0.053965290390611376), ('##ing', 0.007521270081107164), ('tumors', 0.9498134126251595), (';', 0.1837543596839899), ('and', 0.05307990053327076), ('expression', 0.029357500492048594), ('of', 0.018021454618662787), ('fi', 0.005640007179368327), ('##bro', -0.003050958302817831), ('##blast', 0.0014400855065423116), ('growth', 0.010211386351061513), ('factor', 0.013298048957958823), ('13', 0.006903813895103004), ('(', 0.004089100740233273), ('f', 0.010302544625441229), ('##g', 0.003332883047885063), ('##f', 0.007949843126491893), ('##13', 0.011694759609645654), (')', 0.015342180064729923), ('gene', 0.00765473460142668), ('was', 0.002363165954314622), ('significantly', 0.004933333585132129), ('associated', 0.0042191183383983345), ('with', 0.008653217240382457), ('the', 0.015356612554820766), ('occurrence', 0.002379510004833895), ('of', 0.0080044775836294), ('liver', -0.01165217897253663), ('meta', 0.007030573267331935), ('##sta', 0.006773185749783778), ('##sis', 0.0059829158023762844), ('and', -0.0032061659447571375), ('shorter', -0.010166642279591008), ('disease', 0.00048346511256772677), ('-', 0.0004236236369401388), ('free', 0.0024146689519590377), ('survival', -0.006239685879088232), ('.', -0.005917808224258974), ('[SEP]', 0.0)]}, 'insulin': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('results', -0.0005553688485335456), (':', 0.00725723348068449), ('our', 0.004056763004772952), ('data', 0.00884271549310118), ('showed', 0.007141849840476878), ('that', 0.0045702913580590475), (':', 0.0024182709534574616), ('tube', 0.0014204514719265784), ('##rous', 0.00980786691483259), ('s', 0.0057106395524114196), ('##cle', 0.001898568887486387), ('##rosis', -0.0069547422657860155), ('2', 0.011916643103707904), ('(', -0.0011599206274209612), ('t', 0.005742222165052166), ('##s', 0.004442011984118713), ('##c', 0.0010208428671279384), ('##2', 0.006545916720409311), (')', -0.002591685275690811), ('and', -0.00408005297809005), ('p', 0.005610141916377957), ('##hos', 0.00533441810044502), ('##pha', 0.0029609101879112224), ('##tase', 0.0026378578068770794), ('and', 0.0018435813536191652), ('tens', 0.010086463068557695), ('##in', 0.01755930860271624), ('ho', 0.006165088295959845), ('##mo', 0.00503012616535721), ('##log', 0.00974260498450768), ('(', 0.01591333213203303), ('p', 0.005836347295214057), ('##ten', 0.012483522431252616), (')', 0.00196542009922637), ('were', -0.0038078005825969838), ('down', 0.007451311207725491), ('##re', -0.0029448151625457654), ('##gu', 0.00390551282361894), ('##lated', 0.003813956161680133), ('in', 0.0019780889822993116), ('most', 0.005587898991769613), ('of', 0.016800958273374893), ('the', 0.01679927360505459), ('primary', 0.0266184060989879), ('tumors', 0.06428693896804245), (',', 0.012960262179805426), ('and', 0.006498069329891132), ('their', 0.01319614266146467), ('low', 0.007442077297152711), ('expression', 0.01843699533884902), ('was', 0.008730507691982022), ('significantly', 0.010162237311436865), ('associated', 0.014812718756338852), ('with', 0.0032329307937272486), ('shorter', 0.016016069285246244), ('disease', 0.01450140548639595), ('-', 0.027477187574066104), ('free', 0.034647929127693294), ('and', 0.009829383962570116), ('overall', 0.032961335196197684), ('survival', 0.036741271901621624), (';', -0.00570760835798834), ('so', 0.019178277758770103), ('##mat', 0.01530995293479675), ('##ost', 0.018514833693431744), ('##ati', 0.010351977061316619), ('##n', 0.013649998966762096), ('receptor', 0.012002895461150527), ('2', 0.031503928926961716), ('(', 0.02858870076706009), ('s', 0.012737638362500298), ('##st', 0.016110335089818385), ('##r', 0.023764458001789578), ('##2', 0.029516462610623722), (')', -0.02505251254626062), ('was', -0.005178014871267896), ('absent', 0.027756245234047957), ('or', 0.04364503648773329), ('very', 0.045491609598166075), ('low', 0.009081343417279883), ('in', 0.08692223491310583), ('insulin', 0.10823764582332125), ('##oma', 0.6711754719289013), ('##s', 0.6173410904338609), ('compared', 0.10352909955572578), ('with', 0.0757090971150525), ('non', 0.014770564333973946), ('##function', -0.006794623942680589), ('##ing', 0.016073306840701487), ('tumors', 0.3174404270140433), (';', 0.01872257126970161), ('and', 0.016141228444522066), ('expression', 0.020288349023995168), ('of', 0.012865274962817311), ('fi', 0.005931533827631334), ('##bro', -0.009785698038370491), ('##blast', 0.0020030254236998745), ('growth', 0.007501529800634812), ('factor', 2.418349641591615e-05), ('13', 0.008426598348627313), ('(', 0.0036753279594522524), ('f', 0.016652928399588304), ('##g', 0.007026987523465403), ('##f', 0.01695571106714861), ('##13', 0.01800180941949441), (')', 0.016429185874327918), ('gene', 0.0003173899235478017), ('was', 0.021938702090122785), ('significantly', 0.01847761975521159), ('associated', 0.017518589569249884), ('with', 0.015693237945472078), ('the', 0.04209118714149832), ('occurrence', 0.01012074525294465), ('of', 0.008310035120113484), ('liver', -0.007235655262624904), ('meta', 0.010999831063096452), ('##sta', 0.011181237380612158), ('##sis', 0.015510949127857407), ('and', 0.0007606286848962548), ('shorter', -0.018845843274914745), ('disease', 0.010851222305427621), ('-', 0.006934329270881624), ('free', 0.0081953714415901), ('survival', 0.015261985845403085), ('.', 0.0050462771322623565), ('[SEP]', 0.0)]}}"
3,{}
4,{}
5,"{'n': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('this', 0.0012736825515878676), ('study', 0.016063297973637425), ('was', 0.020779842032566224), ('aimed', 0.001428899394110301), ('to', 0.01010801375733651), ('investigate', 0.00924647683793265), ('whether', 0.01224836460846172), ('there', 0.01583449123352722), ('is', 0.01169357817353944), ('selective', 0.01574365082357807), ('expression', 0.019505682522644157), ('of', 0.01338004679678793), ('these', 0.007667403568455728), ('c', 0.01261866904495967), ('##yt', 0.014390642910151434), ('##oly', 0.012377039022468223), ('##tic', 0.009084792830875972), ('markers', 0.031091923245245776), ('in', 0.008524862156348484), ('the', -0.0018234535771895104), ('put', -0.006516285920174794), ('##ative', 0.00864078964596617), ('n', 0.11393836714540424), ('##k', 0.018888396678867398), ('-', 0.11754014104770172), ('cell', 0.009829426077610006), ('l', 0.025143396166937775), ('##ymph', 0.3892728691831707), ('##oma', 0.8409067316348137), ('##s', 0.24226326321161662), ('and', 0.021257867774881648), ('whether', 0.0018669074463910729), ('there', 0.007107464459772145), ('is', -0.0005141918987151314), ('correlation', 0.006114532704980681), ('with', 0.006466852673120933), ('z', -0.0059126293566784), ('##onal', 0.010920898654667307), ('tumor', 0.026409210318329265), ('cell', -0.21876978481950846), ('death', -0.010617476765934995), ('in', 0.02182963713509727), ('these', 0.012510812235064825), ('tumors', 0.023421991267703442), ('.', -0.011378871740318026), ('[SEP]', 0.0)]}, 'tumors': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('this', 0.003719786371967691), ('study', -0.004602477170829783), ('was', 0.011002663733912937), ('aimed', -0.002986714818396823), ('to', 0.004686738041462528), ('investigate', -0.006923312657291356), ('whether', -0.006102661187743333), ('there', 0.0022656275217764303), ('is', 0.007299675731498252), ('selective', -0.0036125455002113333), ('expression', 0.0036057640219284274), ('of', 0.006679654731462126), ('these', 0.014420884943564275), ('c', 0.006025624612086401), ('##yt', 0.003395707268844184), ('##oly', 0.0058456310632869005), ('##tic', 0.007002437973861599), ('markers', 0.029561737754980038), ('in', -0.0025960989083296014), ('the', 0.00756448264618467), ('put', 0.006896178975947723), ('##ative', 0.009409914417351919), ('n', -0.007728174845439816), ('##k', -0.002983462886414107), ('-', 0.0036560402529864262), ('cell', -0.013583071502246026), ('l', -0.010298714867333757), ('##ymph', -0.03022243754697419), ('##oma', 0.011261202906172321), ('##s', 0.0011990350755477243), ('and', 0.003035843983386143), ('whether', 0.006331567685342366), ('there', 0.0044311841282125754), ('is', 0.002969899619475876), ('correlation', -0.006034952708426754), ('with', 0.0027606315016521035), ('z', 0.013168828615660296), ('##onal', -0.012339365528428861), ('tumor', 0.025056906452869666), ('cell', 0.039065681991367805), ('death', 0.024956306511149204), ('in', 0.02394624040096469), ('these', -0.11203528000996718), ('tumors', 0.9805568886675851), ('.', 0.13758702437936565), ('[SEP]', 0.0)]}}"
6,{}
7,{}
8,{}
9,{}
