,0
0,{}
1,{}
2,"{'b': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.13864285261159853), ('culture', 0.08996952107853133), ('##d', 0.32749379163803793), ('b', 0.3870052536738317), ('.', 0.054720495772172396), ('end', 0.14686478595719457), ('##5', -0.009146130139952567), ('cells', 0.7877283563566252), ('the', 0.024847252193868085), ('tumor', 0.03722332945714801), ('ne', 0.030472392359989223), ('##c', 0.04251437974854813), ('##rosis', 0.017121827847128315), ('factor', 0.045550803462273026), ('alpha', 0.026952724690183973), ('-', 0.04721801163159452), ('induced', 0.04461868968605545), ('up', 0.040213046371852565), ('-', 0.032831800946356286), ('regulation', 0.045769480203500766), ('of', 0.05796080465319041), ('inter', 0.006851415326807164), ('##cellular', -0.0048056440776217905), ('ad', 0.001608716767643559), ('##hesion', 0.00021951337244197858), ('molecule', 0.0008282390305544303), ('1', 0.07016804969028081), ('and', 0.07657802604506761), ('vascular', -0.004803194107553673), ('cell', 0.0101253406087197), ('ad', 0.004684057811293581), ('##hesion', 0.009163228831227457), ('molecule', 0.007475180177096059), ('1', 0.013078625405241543), ('was', 0.0522792213273706), ('reduced', 0.01827957141977585), ('in', 0.01669064293751063), ('e', -0.0005716450601533), ('##cs', 0.03001014512078023), ('that', 0.08935238442908985), ('were', 0.03026846320277735), ('pre', 0.02427617334406222), ('##in', 0.02411492932499375), ('##cu', 0.04066615561770431), ('##bate', 0.029757977275941944), ('##d', 0.04941020483289996), ('with', 0.06767208073700418), ('basic', 0.024037031011455497), ('fi', 0.017726646789836594), ('##bro', 0.006055386521966344), ('##blast', 0.015752917624251773), ('growth', 0.024294918827439612), ('factor', 0.04730695939748574), ('or', 0.04403928866658065), ('vascular', 0.00844970063754901), ('end', 0.01976348556775778), ('##oth', 0.01198372675404079), ('##eli', 0.003385369913972221), ('##al', 0.005553831518551994), ('growth', 0.024756067454585237), ('factor', 0.06754543935318975), ('.', 0.057680326564077906), ('[SEP]', 0.0)]}, 'e': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.027805787833080665), ('culture', 0.03306110595805197), ('##d', 0.03984310422549329), ('b', 0.028498626306191096), ('.', 0.03946432600400979), ('end', 0.026279278906487315), ('##5', 0.05159111061236746), ('cells', 0.2005055849750733), ('the', 0.06215466406691214), ('tumor', 0.027756090671284074), ('ne', 0.05835687367495485), ('##c', 0.053179485688330745), ('##rosis', 0.07838442717485436), ('factor', 0.10488056649552731), ('alpha', 0.05182945963873569), ('-', 0.06414575412868363), ('induced', 0.059765518327968975), ('up', 0.030472106432943947), ('-', 0.022625197167739138), ('regulation', 0.03290667652402935), ('of', 0.04309570589442392), ('inter', 0.011428265253274164), ('##cellular', 0.01422664504124887), ('ad', 0.02695157655823274), ('##hesion', 0.02024375128838928), ('molecule', 0.0027572134455866796), ('1', 0.06014507326412523), ('and', 0.08060480447721573), ('vascular', -0.017074194094888383), ('cell', 0.0745810755370748), ('ad', 0.04896213065264088), ('##hesion', 0.02799275060293799), ('molecule', -0.021214565343528394), ('1', 0.04143488722318425), ('was', 0.0712299330058054), ('reduced', 0.06372052767030938), ('in', 0.2896553753091994), ('e', 0.1913914987877618), ('##cs', 0.8332623677787834), ('that', 0.17734799681834895), ('were', 0.07718440259098679), ('pre', 0.06315946666126912), ('##in', 0.07012939526996659), ('##cu', 0.04199380473694621), ('##bate', 0.027975873707548015), ('##d', 0.033364387800058765), ('with', 0.02197460830778629), ('basic', 0.018019731621626636), ('fi', 0.01773960496766933), ('##bro', 0.007674056448974713), ('##blast', 0.013134519269639778), ('growth', 0.02167760244201105), ('factor', 0.07038509854664528), ('or', 0.031006015010113474), ('vascular', -0.002706924108214794), ('end', 0.011303424145736986), ('##oth', 0.016012319862428452), ('##eli', 0.0030742486248394978), ('##al', -0.007920433108225945), ('growth', 0.01231748451298633), ('factor', 0.05216571692343265), ('.', 0.004601145755030455), ('[SEP]', 0.0)]}}"
3,{}
4,{}
5,"{'e': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.00817830315715865), ('20', -0.002595058688898916), ('-', 0.0025904351971605317), ('he', 0.02363159731256967), ('##te', 0.019376129689572807), ('ago', -0.002812341215941513), ('##nist', 0.03572767347011416), ('marked', 0.015898757202262213), ('##ly', 0.02018974319713564), ('increased', 0.012069078701160247), ('super', 0.0246204503325843), ('##oxide', 0.01837367924741391), ('formation', 0.02467757050702238), ('as', 0.005598626548041007), ('reflected', 0.011952024309302804), ('by', 0.0039069742337115255), ('an', 0.026630793340406852), ('increase', 0.00991481274625877), ('in', -0.021320982083959657), ('di', 0.01411421835917384), ('##hy', 0.004537780754357136), ('##dr', 0.03107476239666296), ('##oe', 0.005895590242436132), ('##thi', -0.023929741657542032), ('##dium', -0.002652281661155764), ('stain', 0.1042165594166238), ('##ing', 0.1518872422672287), ('of', 0.36166429328245997), ('e', 0.39118559479239684), ('##c', 0.8154295911414366), (',', 0.0075073535757249395), ('and', 0.03846944657299512), ('this', 0.041638870281389156), ('increase', 0.011755387412614516), ('was', 0.019701786512590053), ('in', 0.008256421639312825), ('##hibit', 0.021053980997229087), ('##ed', 0.02524395536030177), ('by', 0.014236282461829097), ('p', 0.018849195679437266), ('##eg', -0.02773637293284453), ('-', -0.009435912953447848), ('so', -0.007984922595382594), ('##d', 0.02711239991400709), ('but', 0.0015087508281484523), ('not', 0.032304110801120924), ('by', 0.003630970732159682), ('a', 0.024554018911570524), ('##po', -0.010905932640282218), ('##cy', 0.02079505060393947), ('##nin', 0.002231159384819098), ('.', 0.005404004802693635), ('[SEP]', 0.0)]}}"
6,"{'ma': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', -0.015802543322581488), ('##hibition', -0.008761683955892732), ('by', -0.02548321584979409), ('re', 0.005126872680393177), ('##tino', 0.06030797212514258), ('##ic', 0.07995535120408681), ('acid', 0.11961001924772141), ('of', 0.12700117311856035), ('type', 0.05362659404762181), ('i', 0.06717311249799104), ('##v', 0.03500927965625944), ('co', 0.049117077162006424), ('##lla', 0.029022388235916984), ('##gen', 0.05492908426280367), ('##oly', 0.030206690259154092), ('##sis', 0.06493259713701956), ('and', 0.02551059752294914), ('invasion', 0.003615342377977281), ('through', 0.030619249013518757), ('re', 0.025094426121683822), ('##con', 0.02896401211636712), ('##stituted', 0.049412422220992264), ('basement', 0.02645697179487511), ('membrane', 0.08114112119208208), ('by', 0.09163661767773464), ('meta', 0.148320762089758), ('##static', 0.08938603989722818), ('rat', 0.40471524372508105), ('ma', 0.0715284790020986), ('##mma', 0.2636814238156542), ('##ry', 0.4886461445167904), ('ad', 0.1317798761746269), ('##eno', 0.06263415683935408), ('##car', 0.07385483918712023), ('##cin', 0.04702690084360956), ('##oma', 0.19805036140957652), ('cells', 0.5820612590345686), ('.', 0.05610742083117986), ('[SEP]', 0.0)]}}"
7,"{'s': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('here', 0.004767116783487795), ('we', 0.029219925576024514), ('show', 0.02356604357396898), ('that', 0.05265355807567238), ('il', 0.04293344926202339), ('-', 0.04732401402231412), ('12', 0.0492936776462409), ('activate', 0.044319937438136746), ('##s', 0.05013831402619859), ('an', 0.057215959175051005), ('anti', 0.05006267762738405), ('-', 0.04942099061951255), ('an', 0.033084414827113884), ('##gio', 0.02455861141859386), ('##genic', 0.052601280163818445), ('program', 0.024103966536625387), ('in', 0.017147673727080318), ('con', 0.023270705421382785), ('a', 0.041050987278004276), ('-', 0.025120801023227248), ('activated', 0.058354390739572326), ('mouse', 0.036771407141118304), ('s', 0.06754396173611442), ('##ple', 0.07578980995563672), ('##en', 0.07136739336885355), ('cells', 0.40196808271449996), ('(', 0.08161841735335316), ('activated', 0.36934002024092477), ('s', 0.09039315711530065), ('##p', 0.2023186613221501), ('##c', 0.7241502225734496), (')', 0.07337003535686741), ('or', -0.010983174769817274), ('human', 0.006804548071564055), ('p', 0.052256812835513734), ('##b', 0.06489947148869435), ('##m', 0.07936730555897709), ('##c', 0.08490778042087542), ('(', 0.04581660580126913), ('activated', 0.08293017061327425), ('p', 0.032535265620062676), ('##b', 0.06352626662423518), ('##m', 0.08418942351319425), ('##c', 0.15110884706136057), (')', 0.005756706866968866), ('.', -0.007211036705692411), ('[SEP]', 0.0)]}, 'p': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('here', 0.002425783549388475), ('we', 0.03690449260772206), ('show', 0.024185964426129455), ('that', 0.06381271172595993), ('il', 0.06409294833951562), ('-', 0.07350013211952401), ('12', 0.05485234912092284), ('activate', 0.046203438104861036), ('##s', 0.05131245062278155), ('an', 0.061608180380793125), ('anti', 0.06080808905874609), ('-', 0.06907466629997298), ('an', 0.05021931651765886), ('##gio', 0.04898689907263014), ('##genic', 0.09241517407586129), ('program', 0.026605096180012066), ('in', 0.02876709341840528), ('con', 0.03277841457440505), ('a', 0.046413406850753215), ('-', 0.028335038867844838), ('activated', 0.06477523162380296), ('mouse', 0.05576599455911446), ('s', 0.07032360642725788), ('##ple', 0.09302116508178737), ('##en', 0.07049025386763724), ('cells', 0.44875995649756095), ('(', 0.12175257466495518), ('activated', 0.12031947915054544), ('s', 0.04063681932631871), ('##p', 0.043418635976560524), ('##c', 0.2181674127786422), (')', 0.057568964664692746), ('or', 0.03049642017343242), ('human', 0.06363541136802704), ('p', 0.08000022508777642), ('##b', 0.12116166559427972), ('##m', 0.14812024051716813), ('##c', 0.17285856472362718), ('(', 0.13679112841791846), ('activated', 0.33366085065510864), ('p', 0.1251963075131374), ('##b', 0.4567241188552913), ('##m', 0.2576167920173046), ('##c', 0.36774715569339755), (')', 0.024315225883185385), ('.', 0.0009128105737660005), ('[SEP]', 0.0)]}, '[SEP]': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('here', 0.11282377360412692), ('we', 0.027026483668843235), ('show', -0.004896391839944193), ('that', 0.061162006843201416), ('il', 0.028332691248289472), ('-', 0.06484717748993227), ('12', 0.015680948736245183), ('activate', 0.012766337341706254), ('##s', -0.062481226401430355), ('an', 0.04377180191674253), ('anti', 0.03352964630391151), ('-', 0.056872235002046495), ('an', -0.0005925581422743456), ('##gio', 0.03655826523594892), ('##genic', 0.1168020899329733), ('program', 0.02761925641952838), ('in', -0.08349057218871664), ('con', -0.16177516054361385), ('a', 0.16567833359355477), ('-', -0.41305452667471265), ('activated', 0.12305768448454414), ('mouse', -0.16405011399148647), ('s', 0.04625892342656378), ('##ple', 0.03354780026051566), ('##en', -0.020379348646215715), ('cells', 0.3836635929012323), ('(', 0.21841802365999413), ('activated', 0.1702518319335926), ('s', 0.056278386923255236), ('##p', 0.23041946948121603), ('##c', 0.1553681548644267), (')', 0.2649266600821655), ('or', 0.13598072788788595), ('human', 0.08531605984505246), ('p', 0.14764257771664366), ('##b', 0.09524055213984126), ('##m', 0.12573995038615907), ('##c', 0.07541711603073363), ('(', 0.06084590610573875), ('activated', 0.19214223243312978), ('p', 0.19208888923115935), ('##b', 0.15390962767276345), ('##m', 0.13195164635658055), ('##c', 0.16112946732774938), (')', 0.2670372649663079), ('.', 0.07741896299073103), ('[SEP]', 0.0)]}}"
8,{}
9,{}
