,0
0,{}
1,{}
2,{}
3,{}
4,{}
5,"{'tumor': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('overall', 0.0030159478480803925), (',', 0.0015419236165897681), ('our', 0.0026300042538988893), ('findings', 0.0007176082884879773), ('identify', -4.2998343070992246e-05), ('am', 0.020330979020744835), ('##p', 0.002869323848954353), ('##k', 0.01652649898870919), ('as', 0.005504714392458999), ('an', 0.01419538688978399), ('important', 0.0005946456542496016), ('target', 0.04204724528977973), ('protein', 0.011980052475998508), ('for', -0.007709404553766886), ('media', 0.011699198101620803), ('##ting', 0.018660330710215903), ('the', -0.053174511510319246), ('anti', 0.1439172449369014), ('-', -0.04781692466215971), ('tumor', 0.9794600701462304), ('properties', -0.08184330894841117), ('of', 0.03495052262845546), ('a', 0.007765890558046044), ('##g', 0.025034154121297978), ('##l', 0.02288305897255679), ('##r', 0.019182979169631267), ('##h', 0.011261403068837486), ('##z', -0.00574388968178236), ('in', -0.005027799217444537), ('h', 0.011002574932066165), ('##t', 0.012529338548823692), ('-', 0.004845929377532949), ('29', -0.007255120266092943), ('co', 0.002863720677961907), ('##lon', -0.0033277519255144133), ('cancer', 0.010348216970776826), ('cells', 0.012584354317844614), ('and', 0.006496476161472981), ('have', 0.0054807973258232355), ('important', 0.012984225929591484), ('imp', 0.014698003939141427), ('##lication', 0.0025253596248225986), ('for', -0.0013203130633135417), ('s', 0.01084515070150945), ('##po', -0.006141267029147816), ('##nges', -0.008648284461833963), (',', -0.008362070399944261), ('the', 0.01204672406568372), ('most', 0.00663728628063911), ('important', -0.002556817117467562), ('marine', 0.004097131133538041), ('source', 0.002666604632759752), (',', -0.001804536215833253), ('in', 0.005650704947221873), ('co', 0.006860906348951353), ('##lon', 0.0017870889512541207), ('cancer', -0.0022162060989200454), ('.', -0.0057036846968453745), ('[SEP]', 0.0)]}, 'co': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('overall', 0.0030462838230302346), (',', 0.014990964397564558), ('our', 0.011833401136026277), ('findings', 0.017952395838373676), ('identify', 0.006124274672971456), ('am', 0.008570205437567648), ('##p', 0.008099328638018068), ('##k', 0.004536267538958753), ('as', 0.02193007744126967), ('an', 0.023460856002679286), ('important', 0.012005917470383872), ('target', 0.028743514919370387), ('protein', 0.016935183709592128), ('for', 0.012147214198883271), ('media', 0.003970604125745453), ('##ting', 0.010222805660700392), ('the', 0.00976931725853137), ('anti', 0.0038541572323045263), ('-', -0.0003789357734949897), ('tumor', 0.021237846610433417), ('properties', 0.00482942815877264), ('of', 0.00495755813269788), ('a', 0.01166546669335711), ('##g', 0.010251766111807604), ('##l', 0.014785553752748967), ('##r', 0.01105184917645156), ('##h', 0.017072288823922123), ('##z', 0.035762045485877206), ('in', 0.013432731248063325), ('h', 0.012931971251444746), ('##t', 0.03740990426431367), ('-', 0.04045315572613966), ('29', 0.01366448481401256), ('co', -0.0026266637267808347), ('##lon', -0.020630569333741536), ('cancer', 0.1403654286042221), ('cells', 0.2747976802185961), ('and', 0.006863942318569334), ('have', 0.04341545399443648), ('important', 0.00848884342957261), ('imp', 0.021696596313747703), ('##lication', 0.009696134792816337), ('for', 0.01252364383419129), ('s', 0.00897995854871753), ('##po', 0.017393722265971884), ('##nges', -0.021605091832010117), (',', 0.024912327834932316), ('the', 0.047176705702484514), ('most', 0.04797339059318343), ('important', 0.020487091685195004), ('marine', -0.004676771907947633), ('source', 0.01562168749869692), (',', 0.011142049981080331), ('in', 0.12144821925323127), ('co', 0.03242629546559073), ('##lon', 0.23720094516988924), ('cancer', 0.8887990466699233), ('.', 0.15168108760159532), ('[SEP]', 0.0)]}}"
6,{}
7,{}
8,"{'lung': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.012023902485810051), ('mechanisms', -0.02296032538354668), ('that', -0.0004751972580196242), ('con', -0.010455695844157004), ('##fer', 0.01282558960892851), ('this', -0.005967153182614788), ('rapid', -0.062267121496337674), ('meta', 0.028952146825698744), ('##static', 0.02336289606043086), ('capacity', 0.034538633664842174), ('to', 0.029011089694361055), ('lung', -0.04417508553324791), ('tumors', 0.9941057336621574), ('are', 0.029691119326708836), ('unknown', 0.021224482503673012), ('.', -0.013896164535933496), ('[SEP]', 0.0)]}}"
9,{}
