,0
0,{}
1,"{'c': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('together', 0.003637631644879213), ('these', 0.00458967798672057), ('results', 0.001674571792767177), ('indicated', -0.007319090351712321), ('that', -0.011509548742523258), ('the', -0.017906796100014635), ('re', 0.01884168309431514), ('##vert', 0.018868228584606697), ('##ant', 0.012381119782444756), ('p', 0.011166893354180163), ('##hen', 0.022547333715923924), ('##otype', 0.020368042404443367), ('did', -0.004727030862017393), ('not', 0.0173815943213755), ('result', 0.03111575031232188), ('from', -0.040159187850450126), ('altered', 0.031892862610116895), ('expression', 0.11482293080141383), ('or', 0.03867089388232507), ('mutations', 0.13576730284681132), ('in', -0.00707919264973611), ('the', -0.02507396183150778), ('c', 0.14966316832797494), ('-', 0.4760334880359177), ('j', -0.0038862980577435264), ('##un', 0.2894569140959991), ('gene', 0.7898242119994862), ('.', -0.056572289409645295), ('[SEP]', 0.0)]}}"
2,"{'p': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.038741207348541924), ('contrast', 0.017413977577852634), (',', 0.0074732835834445555), ('expression', 0.08229833285056205), ('of', -0.037563208639227956), ('kinase', 0.05422826040394586), ('-', 0.03494067999491642), ('dead', -0.05675473910212343), ('p', 0.05495449588134831), ('##im', -0.0391840340266414), ('-', -0.10174074480972452), ('2', -0.12686341928780406), ('mutant', 0.02697419472148226), ('(', 0.033786537369706354), ('p', 0.008282238093516414), ('##im', -0.005776283322820512), ('-', 0.023444096644997574), ('2', -0.011920349848308252), ('##k', 0.02691014097109983), ('##d', 0.025788863805552717), (')', 0.05731344607494868), ('led', 0.07981604607064692), ('to', 0.045643354564903565), ('a', 0.07997583956933992), ('rapid', 0.04938899346904504), ('decline', 0.07850650233202099), ('of', 0.058527160289492806), ('survival', 0.0854438955657101), ('in', 0.08664505706967962), ('b', 0.08294017857403256), ('##a', 0.09986984330738126), ('/', 0.09458349947173599), ('f', 0.07727804520510524), ('##3', 0.067278711036072), ('cells', 0.12854674597351304), ('transformed', 0.15441582796673914), ('by', 0.06096943261959935), ('fl', 0.045822368249656256), ('##t', 0.05118314723700107), ('##3', 0.06133978851122748), ('-', 0.040994725580693524), ('it', 0.0848926702996714), ('##d', 0.09098140615163501), ('but', 0.03523719198451458), ('not', 0.05934536968217869), ('by', 0.2674045245259093), ('other', 0.07656304251111876), ('on', 0.20663065821821375), ('##co', 0.23822621418731757), ('##genic', 0.6050620929330852), ('p', 0.4486461549936476), ('##t', 0.008768265138103614), ('##ks', 0.11939118936230762), ('tested', 0.18051090028706168), ('.', -0.02533802659908563), ('[SEP]', 0.0)]}, 'fl': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('in', -0.001475699274533287), ('contrast', -0.02819701032603375), (',', -0.02865672911125795), ('expression', 0.08994250092232137), ('of', -0.07233447003826135), ('kinase', 0.032740983284575864), ('-', 0.00036103442351301707), ('dead', 0.010343534558958154), ('p', -0.03522622054073391), ('##im', -0.017727717497925788), ('-', -0.03227410400992059), ('2', -0.039596533035060416), ('mutant', 0.10944060611508985), ('(', -0.024256010966932605), ('p', 0.04097094720360006), ('##im', 0.043406901497514055), ('-', 0.055887082638053615), ('2', 0.12629982003577148), ('##k', 0.04082426897842042), ('##d', 0.006619790767801335), (')', 0.028040625006700372), ('led', 0.056728909343274736), ('to', 0.0075846812864181845), ('a', 0.033587912604119585), ('rapid', 0.008306399387286171), ('decline', 0.0036685237000858837), ('of', -0.02558891143283022), ('survival', -0.05745131353542513), ('in', -0.025758405734152418), ('b', -0.0008756756729544046), ('##a', 0.06821894652297439), ('/', 0.030471348293569202), ('f', 0.16963419087878936), ('##3', -0.02314834003605376), ('cells', 0.06823225241587866), ('transformed', 0.25960395073815146), ('by', 0.4328044100925397), ('fl', 0.4433816257203531), ('##t', 0.048488760778842524), ('##3', 0.4625554286477257), ('-', 0.09078763668315443), ('it', 0.07022315471367602), ('##d', 0.41285145246873284), ('but', 0.13797127296128647), ('not', 0.05670186354772564), ('by', 0.02381801345921169), ('other', 0.04309515878315901), ('on', -0.02213467109948273), ('##co', 0.02722718563437767), ('##genic', 0.05842656513608533), ('p', -0.012183932325724968), ('##t', -0.02827515261959902), ('##ks', 0.1023550896987701), ('tested', 0.00743456543718102), ('.', -0.03646897615040259), ('[SEP]', 0.0)]}}"
3,{}
4,"{'p': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('blocking', 0.09103530068092197), ('the', 0.06707135837689422), ('activation', 0.31555500509495776), ('of', 0.2815611845301203), ('p', 0.45701840626687007), ('##44', 0.6437483045657277), ('/', 0.33167801241770345), ('42', 0.04747411356447669), ('mit', 0.05520675664770116), ('##ogen', 0.11990729833969277), ('-', 0.004430044588615948), ('activated', 0.08346429627755675), ('protein', 0.07495004256611149), ('kinase', 0.053190371186922346), ('(', 0.01816675380506944), ('map', 0.09200748108828194), ('##k', 0.03035586510288319), (')', 0.035542447398898086), ('by', 0.01608135486929564), ('the', 0.03213229695080451), ('specific', 0.043492498572154654), ('mit', -0.006786301010164116), ('##ogen', 0.033009815412077745), ('-', 0.011506631154816978), ('induced', 0.04789462047873061), ('extra', 0.013936110262758754), ('##cellular', 0.007565418380239951), ('kinase', -0.006373673308952178), ('(', 0.008895406325495837), ('me', 0.04619354748372784), ('##k', 0.03652870119761007), (')', 0.02471246846549238), ('inhibitor', 0.055595940778131604), (',', 0.007929700224617267), ('u', 0.051835024698340004), ('##01', -0.021519422105402558), ('##26', 0.017896974160383956), (',', 0.027994169939717064), ('impaired', 0.03899502891772034), ('modest', -0.0002075792857363933), ('##ly', 0.010935074683851744), ('the', 0.022928844408746037), ('ability', 0.03552103071030388), ('of', 0.017729353470617285), ('f', 0.027732069332887733), ('##vi', 0.0243997743493635), ('##ia', 0.026730632336646656), ('to', 0.009410960541557625), ('promote', 0.02772810394319998), ('cell', 0.05536999572023084), ('survival', 0.025131403498711506), ('.', 0.0019705985046794693), ('[SEP]', 0.0)]}, 'map': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('blocking', 0.052845444160417795), ('the', 0.013827117582763022), ('activation', 0.14919332035002766), ('of', 0.10555638548102271), ('p', 0.08750585544533204), ('##44', 0.050977977433937026), ('/', 0.036929827264378545), ('42', 0.03187007932840136), ('mit', 0.013306550997656513), ('##ogen', 0.06965392348018437), ('-', -0.008356075011444072), ('activated', 0.020563250546053343), ('protein', -0.034243690493946675), ('kinase', 0.13180365173954522), ('(', 0.21178897913629505), ('map', 0.3613312951474606), ('##k', 0.688263531488946), (')', 0.43673538457880084), ('by', 0.02208406993517832), ('the', 0.016756773390935554), ('specific', 0.057751987335271114), ('mit', 0.008533805394534516), ('##ogen', 0.058782257884712995), ('-', 0.039008826306624084), ('induced', 0.03891163081004762), ('extra', 0.025204351253731442), ('##cellular', 0.019677475608224956), ('kinase', 0.1523752121125974), ('(', 0.022346033484593342), ('me', 0.060280276377325255), ('##k', 0.07731281667967342), (')', 0.07668678715908867), ('inhibitor', 0.08995488383021455), (',', 0.004178466154806073), ('u', 0.040376142277318214), ('##01', 0.013680858932327289), ('##26', 0.06552506715936274), (',', 0.027155931439350033), ('impaired', 0.06406446327601308), ('modest', 0.016216922177207268), ('##ly', 0.04064357468068725), ('the', 0.028878648906835183), ('ability', 0.08626082225338177), ('of', 0.025884143665403526), ('f', 0.026791309588239883), ('##vi', 0.023229552514652984), ('##ia', 0.02943012248225565), ('to', 0.02170748689087325), ('promote', 0.025136601183717213), ('cell', 0.044742219318812275), ('survival', 0.03167172660423893), ('.', 0.0011384307484515893), ('[SEP]', 0.0)]}, 'mit': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('blocking', 0.02866256989653971), ('the', 0.031669204465745816), ('activation', 0.05370393937533491), ('of', 0.0280526603132273), ('p', 0.00438501164973167), ('##44', -0.013748705286639835), ('/', 0.018298831425662535), ('42', -0.0035760165991838787), ('mit', -0.011386089050097248), ('##ogen', 0.016250078228792965), ('-', 0.03442330546751488), ('activated', 0.010293780959780214), ('protein', -0.021550533436511615), ('kinase', 0.11521459949213006), ('(', 0.03807072738771504), ('map', 0.02907425694957827), ('##k', 0.04724576793969138), (')', 0.0135300956054695), ('by', -0.021187827971684718), ('the', 0.006336193616900153), ('specific', 0.023079136035266134), ('mit', 0.12577962298854045), ('##ogen', 0.19035429168275175), ('-', 0.32268549880780834), ('induced', 0.01836153888601308), ('extra', 0.022645913618331365), ('##cellular', 0.09662450493151396), ('kinase', 0.867962648095061), ('(', 0.05663308588506395), ('me', 0.05024614081216332), ('##k', 0.11569535357185817), (')', 0.12064867944972722), ('inhibitor', 0.09979596342510165), (',', -0.0031267636215592037), ('u', 0.004558460922402981), ('##01', -0.0007900302843691599), ('##26', 0.020660625082717165), (',', 0.007939455152854089), ('impaired', 0.02478919348133586), ('modest', 0.002243032721649325), ('##ly', 0.006641206919737907), ('the', 0.013541604171585633), ('ability', 0.03493272567395221), ('of', 0.006003664856429917), ('f', 0.012415356169956406), ('##vi', 0.021663546426246447), ('##ia', 0.04541434064703673), ('to', 0.025971716885272896), ('promote', 0.027305988052607883), ('cell', 0.0411827735264484), ('survival', 0.029996488339665516), ('.', 0.010382161888452056), ('[SEP]', 0.0)]}, '##ogen': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('blocking', 0.013950870989618766), ('the', -0.001037089186758828), ('activation', 0.022572210323789102), ('of', 0.03798141351479492), ('p', -0.052703964685031544), ('##44', -0.028518131216828464), ('/', 0.03439005461958552), ('42', -0.020131618401008442), ('mit', -0.01921307132930991), ('##ogen', -0.09440935450461324), ('-', 0.04930601279706038), ('activated', -0.038070493701080795), ('protein', -0.008296580864716449), ('kinase', 0.007280013191413461), ('(', -0.022511530216134785), ('map', -0.04101943041296134), ('##k', -0.0536017319055795), (')', -0.006281492500565022), ('by', 0.0038913628975506464), ('the', 0.06510003089932419), ('specific', -0.0053772928501403085), ('mit', 0.8458731638724591), ('##ogen', 0.42817318516838837), ('-', -0.03046819496263231), ('induced', -0.09044599763101188), ('extra', -0.005585714010297858), ('##cellular', -0.13760921589388989), ('kinase', -0.026455434265458422), ('(', -0.02044720667205311), ('me', -0.057132172225713554), ('##k', 0.02380865070965214), (')', 0.032160206560606), ('inhibitor', 0.14428984595995126), (',', -0.011772223643674565), ('u', -0.015809382264271456), ('##01', 0.020965841531486076), ('##26', 0.01528682896989766), (',', -0.01391472161069807), ('impaired', 0.044696629500205656), ('modest', 0.012542106013609075), ('##ly', -0.00877392628079192), ('the', -0.012246721165586961), ('ability', -0.01034453568606006), ('of', -0.004022501387353932), ('f', -0.07329013352958626), ('##vi', -0.059666633143458894), ('##ia', -0.04560501486444005), ('to', 0.007906104821433934), ('promote', -0.007265949806829007), ('cell', -0.03580402719569362), ('survival', -0.008228357536170098), ('.', -0.007416344353012507), ('[SEP]', 0.0)]}, 'me': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('blocking', 0.022082460842087707), ('the', 0.027223481669643553), ('activation', 0.05948263554312132), ('of', 0.04045338651254522), ('p', -0.006367391199520613), ('##44', -0.02281974163221214), ('/', 0.023776020268207337), ('42', -0.007170277880409902), ('mit', -0.010658541983569638), ('##ogen', 0.023680928293346417), ('-', 0.025884261567892714), ('activated', 0.014239894018609166), ('protein', -0.020977378967967256), ('kinase', 0.12540462562770455), ('(', 0.05500291708720894), ('map', 0.062957923334318), ('##k', 0.09419110198381596), (')', 0.06853677839041364), ('by', 0.020797031493987986), ('the', 0.02457100369653806), ('specific', 0.06616010354503625), ('mit', 0.05942975607180527), ('##ogen', 0.15837942708632108), ('-', 0.20249457742586469), ('induced', 0.00854360547809196), ('extra', 0.027341204306267776), ('##cellular', 0.12572507007121506), ('kinase', 0.856199092837852), ('(', 0.05513644405394147), ('me', 0.11632572082936131), ('##k', 0.2335651517659513), (')', 0.16127227842747988), ('inhibitor', 0.15231042993338076), (',', 0.006979526297374047), ('u', 0.009137452418916683), ('##01', -0.00864505717582962), ('##26', 0.010340267742627978), (',', 0.0046759883232672704), ('impaired', 0.030137757569110184), ('modest', 0.006688783760328653), ('##ly', 0.0021691616837151155), ('the', 0.007210737330812586), ('ability', 0.03463450956932026), ('of', 0.0071012511136599515), ('f', 0.014938494821290657), ('##vi', 0.026827217211918112), ('##ia', 0.041780297000809985), ('to', 0.020244753779481327), ('promote', 0.02980933643203872), ('cell', 0.03915720638091228), ('survival', 0.03014487850868283), ('.', 0.007296705292024192), ('[SEP]', 0.0)]}, 'f': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('blocking', 0.015949391754549045), ('the', 0.008675774021773058), ('activation', 0.013805019988685026), ('of', 0.002655926746362316), ('p', 0.00030434952603577444), ('##44', -0.006152964493365359), ('/', 0.007965956403868062), ('42', 0.005180662581607759), ('mit', -0.004622881525434381), ('##ogen', 0.007141686926839883), ('-', 0.005606008703820875), ('activated', 0.006450689343897629), ('protein', 0.006124122615451029), ('kinase', 0.007151852494645151), ('(', 0.006766527830915703), ('map', -0.018302990153614862), ('##k', 0.003982445095621554), (')', 0.010467242671883774), ('by', 0.008577988987925743), ('the', 0.031917885440953093), ('specific', 0.027691414452923394), ('mit', -0.013261498985502863), ('##ogen', 0.0036711147158837603), ('-', 0.007029546686955163), ('induced', 0.012100947820028156), ('extra', 0.003521876134791289), ('##cellular', 0.009973060451420483), ('kinase', 0.007119068659835148), ('(', 0.0038145987147742626), ('me', 0.004646187260680381), ('##k', -0.005916254000936658), (')', 0.0059460638562381435), ('inhibitor', 0.024557786206055296), (',', -0.004088433745705878), ('u', -0.010177672477964542), ('##01', 0.003724261953859886), ('##26', -0.0002326243687831406), (',', 0.0031150796375353346), ('impaired', 0.008042000929650106), ('modest', 0.03596384045863793), ('##ly', 0.034484131492722385), ('the', 0.0269185901302258), ('ability', 0.09393197400729152), ('of', 0.06655578172667996), ('f', 0.6772168832196939), ('##vi', 0.6576909190622415), ('##ia', 0.2677983439389835), ('to', 0.045542309338772784), ('promote', 0.05841574529886017), ('cell', 0.08878403048960479), ('survival', 0.05053482857028735), ('.', -0.00043871349791999037), ('[SEP]', 0.0)]}, '[SEP]': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('blocking', 0.03995297534898001), ('the', 0.0361225403146523), ('activation', 0.02728514841275065), ('of', 0.03459425258372964), ('p', -0.03387249546556885), ('##44', -0.09078491045653553), ('/', -0.007863181644793328), ('42', -0.031973178867197166), ('mit', 0.025453423057371964), ('##ogen', -0.009399017928820504), ('-', 0.009297149751354471), ('activated', -0.01478997831776472), ('protein', -0.07038105749524602), ('kinase', 0.007888383179504278), ('(', 0.010943731579135243), ('map', -0.004072108401619546), ('##k', 0.15346797048266678), (')', 0.10062846630434763), ('by', -0.029563673620286716), ('the', 0.057227040125717256), ('specific', 0.10435175050332397), ('mit', 0.03980067449991725), ('##ogen', 0.0712288195743696), ('-', 0.1359890813478094), ('induced', -0.015858663785821465), ('extra', 0.055815322886495176), ('##cellular', 0.10738840839273045), ('kinase', 0.5703716140104292), ('(', 0.027489908403082373), ('me', 0.044685256106818866), ('##k', 0.08823494706505548), (')', 0.11691810833647612), ('inhibitor', 0.20069596030758774), (',', 0.030902667422785756), ('u', 0.19621492122237866), ('##01', -0.028136523491320002), ('##26', 0.3752933311436064), (',', -0.05210433134910022), ('impaired', 0.03490165795483335), ('modest', 0.059597570141607784), ('##ly', -0.008097054373799333), ('the', 0.03520562157584147), ('ability', 0.0721738060642635), ('of', 0.04436515230325745), ('f', 0.38394083764375864), ('##vi', 0.2823535984933271), ('##ia', 0.11959363585737016), ('to', 0.07940761767733737), ('promote', 0.040000353238709783), ('cell', 0.15068208922177354), ('survival', 0.1754268787611533), ('.', 0.005720800395061531), ('[SEP]', 0.0)]}}"
5,"{'am': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('overall', 0.018136126544347857), (',', -0.005365530061315135), ('our', 0.07554707609907042), ('findings', 0.081851197746197), ('identify', 0.14259610081056603), ('am', 0.22108009068383352), ('##p', 0.39648494853133165), ('##k', 0.7034601857674663), ('as', 0.18479203252798504), ('an', 0.022246800506491377), ('important', 0.07295537869029343), ('target', 0.22414470414869286), ('protein', 0.39712981598241237), ('for', -0.03507570337231484), ('media', 0.03863605394957987), ('##ting', 0.0184905734275652), ('the', 0.015140704534990513), ('anti', 0.0340857873204882), ('-', -0.01253117086528725), ('tumor', 0.04447829954438045), ('properties', 0.012041220831903995), ('of', -0.0026468908028525026), ('a', 0.013596219508196034), ('##g', 0.008472171145968944), ('##l', 0.015477688591194408), ('##r', 0.009502279993377044), ('##h', 0.005966953636333366), ('##z', 0.010238481901949566), ('in', 0.000546211716574061), ('h', 0.012668402801037206), ('##t', 0.0109104048406427), ('-', 0.009574014348594085), ('29', 0.005757286260611562), ('co', 0.00787589854901409), ('##lon', 0.010653661316405836), ('cancer', 0.0003962688551558286), ('cells', 0.006610827732815582), ('and', 0.009759536181639999), ('have', 0.012185561130133159), ('important', 0.018954834118167254), ('imp', 0.0633641010877597), ('##lication', 0.02753650486887308), ('for', -0.006174679220633211), ('s', 0.019678948385612884), ('##po', 0.014635107458103638), ('##nges', 0.01310210761908912), (',', 0.012088281538635415), ('the', 0.013377667047213722), ('most', 0.028219423327713194), ('important', 0.03324687514448974), ('marine', -0.0034377351174152476), ('source', 0.030070392735929357), (',', 0.020812812427810724), ('in', 0.005332619440582276), ('co', 0.007234347198870378), ('##lon', 0.0027945813830608022), ('cancer', 0.006512614489025807), ('.', -0.007837381285416407), ('[SEP]', 0.0)]}}"
6,"{'p': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('both', 0.0063007990607010685), ('p', 0.07797301961094391), ('##ld', -0.015246418855931268), ('##1', 0.20486034377371334), ('-', 0.16796220458766145), ('and', 0.0820957196028734), ('p', 0.1568706876041416), ('##ld', -0.03909404929188075), ('##2', 0.8460180967171932), ('-', 0.2973124486268151), ('mediated', 0.24586395259009997), ('cell', 0.1223542640432006), ('cycle', -0.006592851886478693), ('distributions', -0.02170975831714298), ('in', 0.052819302547203274), ('stable', 0.019326524380477265), ('cell', 0.04204822978334096), ('lines', 0.04251043461833858), ('revealed', 0.01365545405975474), ('an', 0.008576485621954287), ('increased', 0.016816982443119705), ('fraction', 0.008663954642393518), ('of', 0.012135363050759157), ('cells', 0.010180328582356405), ('in', 0.011396882348911196), ('the', 0.0018988538566975222), ('s', 0.04102718299060157), ('phase', 0.009853307180966069), ('compared', 0.00018897743224516482), ('with', 0.0055538077422375935), ('control', 0.014366389579457793), ('cells', 0.027378806936556803), ('.', 0.0029512605427141226), ('[SEP]', 0.0)]}, '##ld': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('both', 0.1002402049770555), ('p', 0.22837753972339386), ('##ld', 0.1970693770068057), ('##1', -0.05738162726066812), ('-', 0.17015420193877975), ('and', -0.1794804043717829), ('p', 0.47510639960069295), ('##ld', 0.4563086524632635), ('##2', -0.4595569942533836), ('-', 0.2796602282543066), ('mediated', 0.24466325210932074), ('cell', 0.12866503585351188), ('cycle', 0.1580291749337466), ('distributions', 0.00749424236869716), ('in', 0.038235476087989544), ('stable', 0.052596489115515274), ('cell', 0.0022942316391036054), ('lines', -0.006939956037932494), ('revealed', -0.012927564254472172), ('an', 0.0032271890194644514), ('increased', -0.020487780926245345), ('fraction', 0.01607751095626011), ('of', -0.0026720133335214765), ('cells', -0.04089829318275183), ('in', -0.005883276101671103), ('the', -0.0339958139447111), ('s', -0.009538669678058222), ('phase', -0.00110428875425573), ('compared', 0.018872170887969126), ('with', 0.009366641738893842), ('control', -0.023055052035139363), ('cells', -0.008683176594656283), ('.', -0.023662157640558356), ('[SEP]', 0.0)]}, '##2': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('both', 0.05738218778752045), ('p', 0.1744946758052945), ('##ld', 0.23991267586804668), ('##1', 0.3023649266261915), ('-', 0.23964329180790525), ('and', 0.1649945334072912), ('p', 0.3367986142431452), ('##ld', 0.6454503277959974), ('##2', -0.3327115464625915), ('-', 0.17225578373707903), ('mediated', 0.08188627856106324), ('cell', 0.09690395364528741), ('cycle', -0.16121153536964197), ('distributions', 0.11235291114885752), ('in', 0.03988253345981567), ('stable', -0.014069411517502614), ('cell', -0.023131201417520827), ('lines', -0.04359281854540851), ('revealed', -0.022400415971324025), ('an', 0.02379482832219927), ('increased', 0.0005345382788005121), ('fraction', -0.0005225670615435019), ('of', 0.004458380921164966), ('cells', -0.00591123229054703), ('in', 0.02260381119729139), ('the', -8.170201164194057e-05), ('s', -0.01335365428548843), ('phase', 0.006136104687446087), ('compared', -0.00966717663715654), ('with', 0.005683360894697989), ('control', -0.02200950693208696), ('cells', -0.02409123651079022), ('.', 0.0155833028918764), ('[SEP]', 0.0)]}}"
7,"{'dice': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('mice', 0.1417790474588534), ('with', 0.008009897909313335), ('e', 0.03217012745155069), ('##c', 0.012768441478177997), ('-', 0.08248576988452078), ('specific', 0.06725798076463234), ('del', 0.17370882739058988), ('##eti', 0.17958511390574103), ('##on', 0.16402795545486282), ('of', 0.3854444338060441), ('dice', -0.3138755746220117), ('##r', 0.7663105816339443), (',', 0.03868084850716347), ('a', 0.05028266853014649), ('key', 0.06476233110320824), ('enzyme', 0.10826117971132301), ('for', 0.02158722293244958), ('generating', 0.029893810516039517), ('mi', 0.038575669139783136), ('##rna', 0.03444360417991533), ('##s', 0.08794089466006756), (',', 0.02335267066173739), ('display', 0.037598790622061604), ('defect', 0.03833318333318275), ('##ive', 0.03423960886979588), ('post', 0.01524320996569435), ('##nat', 0.025471968374610146), ('##al', 0.01744457985195578), ('an', 0.00967972155530126), ('##gio', 0.013719023141815856), ('##genesis', 0.07669791123007962), ('.', 0.0018602773347125958), ('[SEP]', 0.0)]}}"
8,{}
9,{}
