,0
0,"{'transforming': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('anti', -0.013200101494231028), ('-', -0.5946854588767325), ('transforming', 0.5944929277921173), ('growth', 0.13354094707119354), ('factor', 0.30112193435865664), ('(', 0.11709336146478877), ('t', 0.08581512215851732), ('##g', 0.0884138880894054), ('##f', 0.2045239608894765), (')', 0.25363009759811533), ('-', 0.019843185107864158), ('beta', 0.003715004331029536), ('antibodies', 0.16354760378258895), ('in', -0.11233926496315101), ('##hibit', -0.05446721783999976), ('breast', -0.03406877806328568), ('cancer', 0.028507746629356966), ('cell', 0.004703667468883967), ('tumor', 0.024066901179902345), ('##ige', 0.0024882401108196604), ('##nic', -0.002949475785516953), ('##ity', 0.0035353675051736574), ('and', -0.036760124148534114), ('increase', -0.025617828389404226), ('mouse', 0.01459594140135544), ('s', -0.0033258637416016252), ('##ple', 0.00623217320069125), ('##en', 0.007709677828779327), ('natural', -0.010234683417018662), ('killer', 0.009493272524549332), ('cell', 0.009403125863349905), ('activity', -0.008100259218988465), ('.', -0.034234559749918264), ('[SEP]', 0.0)]}}"
1,{}
2,"{'v': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('however', 0.03698125172917415), (',', 0.030906228567484928), ('the', 0.08626518784356066), ('cellular', -0.06263522419764303), ('functions', 0.35823352825673915), ('of', 0.2894426051507995), ('v', 0.19154285811490676), ('##as', 0.3962537361367049), ('##p', 0.7497116037882164), ('are', 0.0904887727561417), ('not', 0.0883137895157493), ('known', 0.038756918281504356), ('.', -0.030679550004886633), ('[SEP]', 0.0)]}}"
3,{}
4,"{'r': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('thus', 0.012351369594003939), (',', 0.007098031227689325), ('our', 0.03939512080967486), ('results', 0.033180683486441806), ('indicate', 0.010036069877001655), ('that', 0.07705973497532301), ('under', 0.18921288184397683), ('appropriate', 0.037382072410128316), ('conditions', 0.058129482422477584), ('r', 0.34586983430292395), ('##ho', 0.7104598590312677), ('genes', 0.5493633406912188), ('function', 0.07772768878824556), ('as', 0.09529473492831914), ('on', 0.010755740511135477), ('##co', 0.03742004052952383), ('##gene', 0.05282942775705143), ('##s', 0.024818263977185583), ('and', 0.008552540122793103), ('may', 0.008256156662099997), ('have', 0.015054129295081587), ('a', 0.018523564692656078), ('role', 0.023737172523670524), ('in', 0.01975244963458332), ('the', 0.016079320933673997), ('regulation', 0.03212062311341195), ('of', 0.01697805148217479), ('proliferation', 0.025704274180037245), ('in', -0.006241144442248305), ('fi', 0.0033113027732610354), ('##bro', 0.012270673671557182), ('##blast', -0.005660661458432163), ('cells', -0.009972881710898655), ('.', -0.008159407677330947), ('[SEP]', 0.0)]}, '##ho': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('thus', -0.0073590367957367155), (',', 0.012685278245404337), ('our', 0.01739840016121504), ('results', -0.023803741277950662), ('indicate', 0.0017538638097249935), ('that', -0.056808552911132744), ('under', -0.2513489828659413), ('appropriate', -0.023162756254537877), ('conditions', -0.26346070549162015), ('r', 0.9180349564904569), ('##ho', 0.10956651965275714), ('genes', -0.0326273217331831), ('function', 0.003033768673372027), ('as', -0.05066774994785746), ('on', -0.04019084997331358), ('##co', 0.017764235089168204), ('##gene', -0.008358016608197565), ('##s', 0.0028548112905169296), ('and', 0.010412232457771745), ('may', 0.017795778065400954), ('have', 0.0031662734242631466), ('a', -0.00456573090324301), ('role', 0.008672990240873606), ('in', 0.001740947008800005), ('the', 0.005367299442453777), ('regulation', -0.01349703980041628), ('of', 0.008221600795716478), ('proliferation', -0.023432286440009845), ('in', -9.565932124861748e-05), ('fi', -0.008513774498192432), ('##bro', 0.014756998338482987), ('##blast', -0.01171748326357167), ('cells', 0.0002474694515516103), ('.', 0.01812749552268423), ('[SEP]', 0.0)]}}"
5,"{'l': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('further', 0.016376343195136655), ('##more', 0.05184569375835454), (',', 0.18888789414216856), ('l', 0.21739807732938435), ('##dh', 0.29505001048764995), ('##5', 0.7557494765683648), ('co', 0.16827539043618467), ('##rrel', 0.15246344763324618), ('##ates', 0.17336011943516647), ('positively', 0.09596717571677012), ('with', 0.018420940680363884), ('the', 0.0330522712011216), ('pro', 0.08799062680434656), ('##gno', 0.12685038363197804), ('##stic', 0.10766626065739561), ('marker', 0.17114924265810014), ('t', 0.08337379769762707), ('##kt', 0.11067953531411476), ('##l', 0.1583554738338071), ('##1', 0.23343829979640165), ('.', -0.012086051983624045), ('[SEP]', 0.0)]}, 't': {'label': 'B-Gene_or_gene_product', 'attribution_scores': [('[CLS]', 0.0), ('further', 0.014982926688262121), ('##more', 0.05075854122876557), (',', 0.10212313289840838), ('l', 0.1677553678779441), ('##dh', 0.27683928200129576), ('##5', 0.5357404439085399), ('co', 0.13832111954741522), ('##rrel', 0.11526755466935865), ('##ates', 0.1432416833102413), ('positively', 0.12381398610681495), ('with', 0.027793319691674003), ('the', 0.036247176865228055), ('pro', 0.09103808627119703), ('##gno', 0.12042161209746696), ('##stic', 0.12880052385064203), ('marker', 0.25327045134276205), ('t', 0.11145406768741713), ('##kt', 0.18233622026920315), ('##l', 0.2686169536982169), ('##1', 0.5506790774349257), ('.', -0.004550584232825299), ('[SEP]', 0.0)]}}"
6,{}
7,{}
8,{}
9,{}
